"","year","month","weekday","day","hour","weidu","jingdu","shendu","zhenji","diming","sheng","shi","qu","fujin.1","jingqu","dujiacun","chanyeyuan","louyu","jiudian","gongsi","gongchang","nongye","zhuzhai","shichang","shangyejie","yiyuan","xuexiao","wenhua"
"387",2014,10,"星期二",14,20,27.7,119.96,3,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",2014,10,"星期三",15,15,27.71,119.95,4,3.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"389",2014,10,"星期三",15,15,27.71,119.95,3,3.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"390",2014,10,"星期三",15,15,27.71,119.95,4,3.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"391",2014,10,"星期三",15,15,27.71,119.95,5,4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"392",2014,10,"星期三",15,15,27.71,119.96,3,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",2014,10,"星期三",15,16,27.69,119.97,3,2.4,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",2014,10,"星期三",15,16,27.69,119.97,3,2.1,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",2014,10,"星期三",15,16,27.7,119.96,5,4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",2014,10,"星期三",15,16,27.71,119.95,5,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"397",2014,10,"星期三",15,18,27.71,119.94,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"398",2014,10,"星期三",15,19,27.71,119.95,4,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"399",2014,10,"星期三",15,20,27.71,119.95,5,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"400",2014,10,"星期三",15,23,27.7,119.96,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",2014,10,"星期四",16,0,27.71,119.95,5,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"402",2014,10,"星期四",16,0,27.71,119.95,5,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"403",2014,10,"星期四",16,0,27.71,119.95,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"404",2014,10,"星期四",16,1,27.71,119.94,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"405",2014,10,"星期四",16,4,27.7,119.96,4,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",2014,10,"星期四",16,12,27.71,119.95,1,2.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"407",2014,10,"星期五",17,5,27.7,119.96,3,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",2014,10,"星期五",17,5,27.7,119.97,4,2.4,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",2014,10,"星期五",17,9,27.7,119.96,3,2.4,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",2014,10,"星期五",17,9,27.7,119.97,2,2.3,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",2014,10,"星期六",18,8,27.71,119.94,5,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"412",2014,10,"星期六",18,8,27.71,119.95,4,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"413",2014,10,"星期六",18,21,27.71,119.94,5,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"414",2014,10,"星期日",19,16,27.71,119.95,5,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"415",2014,10,"星期二",21,1,27.7,119.97,3,2.2,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",2014,10,"星期二",21,14,27.7,119.96,1,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",2014,10,"星期四",23,8,27.72,119.93,4,3.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"418",2014,10,"星期四",23,20,27.72,119.93,5,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"419",2014,10,"星期五",24,10,27.72,119.93,4,3.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"420",2014,10,"星期五",24,15,27.71,119.94,5,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"421",2014,10,"星期六",25,3,27.7,119.96,1,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422",2014,10,"星期六",25,18,27.65,120,10,4.67,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"423",2014,10,"星期六",25,19,27.69,119.97,3,3.7,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424",2014,10,"星期六",25,19,27.71,119.95,1,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"425",2014,10,"星期六",25,19,27.69,119.97,2,2.4,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426",2014,10,"星期日",26,7,27.69,119.97,3,3.2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427",2014,10,"星期一",27,11,27.7,119.96,4,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428",2014,10,"星期一",27,16,27.69,119.97,3,2.5,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429",2014,10,"星期一",27,16,27.71,119.94,5,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"430",2014,10,"星期一",27,16,27.71,119.94,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"431",2014,10,"星期一",27,16,27.71,119.94,5,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"432",2014,10,"星期一",27,20,27.71,119.94,5,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"433",2014,10,"星期一",27,21,27.71,119.94,5,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"434",2014,10,"星期一",27,21,27.71,119.95,5,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"435",2014,10,"星期一",27,22,27.71,119.95,5,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"436",2014,10,"星期一",27,22,27.71,119.95,5,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"437",2014,10,"星期二",28,1,27.69,119.98,3,3.3,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438",2014,10,"星期二",28,1,27.69,119.97,3,2.6,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",2014,10,"星期二",28,3,27.69,119.98,2,3.6,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",2014,10,"星期二",28,8,27.69,119.97,3,2.8,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441",2014,10,"星期三",29,7,27.69,119.98,4,2.1,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442",2014,10,"星期四",30,19,27.69,119.98,3,3.1,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443",2014,10,"星期四",30,20,27.69,119.98,4,2.5,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444",2014,10,"星期四",30,20,27.7,119.97,1,2.7,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445",2014,10,"星期四",30,22,27.69,119.98,4,2.8,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446",2014,10,"星期四",30,23,27.68,119.98,4,2.2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447",2014,10,"星期五",31,0,27.69,119.98,2,2.4,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448",2014,11,"星期二",4,7,27.68,119.98,3,3.1,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449",2014,11,"星期二",4,8,27.68,119.98,3,2.6,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450",2014,11,"星期二",4,13,27.68,119.99,1,2.1,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",2014,11,"星期二",4,15,27.69,119.97,1,2.2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452",2014,11,"星期二",4,16,27.68,119.98,2,2.2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453",2014,11,"星期二",4,16,27.69,119.97,2,2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454",2014,11,"星期二",4,16,27.7,119.97,2,3,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455",2014,11,"星期二",4,18,27.69,119.97,4,2.8,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456",2014,11,"星期二",4,18,27.68,119.98,3,2.5,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457",2014,11,"星期二",4,19,27.68,119.99,1,2.7,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458",2014,11,"星期三",5,1,27.69,119.96,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459",2014,11,"星期三",5,6,27.69,119.97,5,2.6,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460",2014,11,"星期六",8,3,27.7,119.97,4,2.7,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461",2014,11,"星期日",9,16,27.7,119.97,2,2.1,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462",2014,11,"星期六",15,7,27.69,119.96,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463",2014,11,"星期三",19,16,27.7,119.97,5,2.5,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464",2014,11,"星期三",19,17,27.68,119.98,3,2.9,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465",2014,11,"星期三",19,17,27.68,119.98,2,2.4,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466",2014,11,"星期一",24,2,27.7,119.95,6,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"467",2014,12,"星期三",10,18,27.7,119.96,4,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468",2014,12,"星期日",14,14,27.68,119.99,7,2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469",2014,12,"星期四",18,2,27.72,119.92,4,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"470",2015,1,"星期四",1,12,27.69,119.98,2,2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471",2015,1,"星期六",3,2,27.69,119.97,2,2.5,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472",2015,1,"星期三",7,23,27.73,119.92,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"473",2015,1,"星期一",12,13,27.72,119.93,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"474",2015,2,"星期六",7,4,27.7,119.97,2,2.7,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",2015,3,"星期二",17,18,27.69,119.98,2,2.5,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",2015,3,"星期一",23,3,27.69,119.96,3,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477",2015,3,"星期一",23,10,27.69,119.96,2,2.1,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478",2015,4,"星期三",22,13,27.72,119.93,5,3.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"479",2015,4,"星期一",27,1,27.72,119.92,6,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"480",2015,4,"星期二",28,19,27.72,119.93,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"481",2015,4,"星期三",29,1,27.72,119.93,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"482",2015,5,"星期六",2,0,27.68,119.99,5,2.1,"浙江文成","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483",2015,5,"星期六",2,0,27.68,119.99,5,2.3,"浙江文成","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",2015,6,"星期日",14,7,27.68,119.99,2,2.3,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485",2015,8,"星期六",22,22,27.72,119.93,4,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"486",2015,10,"星期日",11,20,29.65,120.82,10,2.7,"浙江嵊州","浙江省","绍兴市","嵊州市",0,0,1,1,0,0,0,4,0,1,0,0,3,9,0
"487",2016,1,"星期二",19,18,27.68,119.98,6,2.7,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488",2016,1,"星期二",19,20,27.68,119.98,6,2.8,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489",2016,2,"星期五",12,3,27.66,120,2,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"490",2016,5,"星期二",31,3,27.68,119.984,2,2.6,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",2016,5,"星期二",31,4,27.679,119.985,2,3.9,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492",2016,5,"星期二",31,10,27.683,119.982,2,2.3,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493",2016,6,"星期二",14,6,27.641,119.171,4,2.5,"浙江庆元","浙江省","丽水市","庆元县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494",2016,7,"星期三",6,20,31.105,119.66,NA,2.6,"浙江长兴","浙江省","湖州市","长兴县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",2016,7,"星期四",7,18,31.102,119.69,8,2.6,"浙江长兴","浙江省","湖州市","长兴县",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"496",2016,9,"星期一",19,23,30.935,119.993,NA,2,"浙江长兴","浙江省","湖州市","长兴县",2,2,0,0,1,0,0,1,0,1,0,0,2,3,0
"497",2016,12,"星期四",22,6,30.861,119.982,5,2.1,"浙江吴兴","浙江省","湖州市","吴兴区",2,2,1,0,1,0,0,0,0,0,0,0,0,1,0
"498",2017,1,"星期五",13,9,29.088,120.688,12,2.3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",2017,2,"星期日",12,8,29.092,120.683,9,2.3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",2017,2,"星期一",13,1,29.091,120.682,5,4,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501",2017,2,"星期一",13,2,29.095,120.68,8,2.3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502",2017,2,"星期一",13,2,29.096,120.685,8,3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503",2017,2,"星期一",13,3,29.095,120.683,9,2.7,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504",2017,2,"星期四",23,17,29.091,120.681,4,2.2,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505",2017,3,"星期二",14,7,29.096,120.683,2,3.3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506",2017,3,"星期四",16,6,29.088,120.683,1,2.5,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507",2017,3,"星期二",21,6,29.095,120.689,5,2,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508",2017,4,"星期一",3,8,29.383,121.034,1,2.3,"浙江新昌","浙江省","绍兴市","新昌县",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"509",2017,4,"星期三",12,2,30.1,119.35,10,4.6,"浙江临安","浙江省","杭州市","临安市",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"510",2017,6,"星期二",6,12,30.167,119.26,14,2,"浙江临安","浙江省","杭州市","临安市",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"511",2017,8,"星期四",3,7,29.098,120.693,2,2,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512",2017,8,"星期六",26,6,29.09,120.689,10,2.3,"浙江磐安","浙江省","金华市","磐安县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
